,ops_num,game_code,circulation,ufps_num,postamt_num,sales,date
3218,109462,7105,288,2,484,35,2018-06-03
3223,125222,7105,289,2,664,82,2018-06-10
3232,125475,7105,215,2,664,53,2017-01-08
3248,121355,7105,276,2,306,20,2018-03-11
3250,115088,7105,276,2,484,45,2018-03-11
3251,115372,7105,276,2,165,206,2018-03-11
3256,119034,7105,277,2,306,30,2018-03-18
3259,115682,7105,308,2,484,20,2018-10-21
3282,125475,7105,246,2,664,15,2017-08-13
3285,127276,7105,246,2,96,26,2017-08-13
3286,127427,7105,247,2,96,23,2017-08-20
3290,127081,7105,266,2,96,387,2017-12-31
3293,119311,7105,296,2,306,42,2018-07-29
3298,125502,7105,299,2,664,23,2018-08-19
3301,109429,7105,280,2,484,48,2018-04-08
3306,127204,7105,282,2,96,30,2018-04-22
3308,105043,7105,312,2,224,30,2018-11-18
3310,117624,7105,312,2,165,45,2018-11-18
3318,115682,7105,272,2,484,19,2018-02-11
3329,124365,7105,307,2,664,79,2018-10-14
3332,125627,7105,321,2,664,17,2019-01-20
3333,124460,7105,321,2,664,39,2019-01-20
3334,109263,7105,321,2,484,28,2019-01-20
3335,115682,7105,321,2,484,19,2019-01-20
3338,127474,7105,323,2,96,30,2019-02-03
3340,125222,7105,255,2,664,48,2017-10-15
3344,117463,7105,257,2,165,36,2017-10-29
3347,125430,7105,259,2,664,12,2017-11-12
3349,124489,7105,287,2,664,37,2018-05-27
3351,127410,7105,288,2,96,31,2018-06-03
3352,109462,7105,289,2,484,27,2018-06-10
3355,127276,7105,290,2,96,28,2018-06-17
3357,127422,7105,290,2,96,34,2018-06-17
3362,127434,7105,319,2,96,19,2019-01-06
3375,121087,7105,240,2,306,8,2017-07-02
3379,109383,7105,241,2,484,16,2017-07-09
3387,124575,7105,278,2,664,32,2018-03-25
3392,115455,7105,308,2,484,20,2018-10-21
3393,119034,7105,310,2,306,17,2018-11-04
3395,117624,7105,311,2,165,41,2018-11-11
3397,111250,7105,229,2,224,17,2017-04-16
3401,125430,7105,231,2,664,28,2017-04-30
3402,115583,7105,233,2,484,30,2017-05-14
3406,127427,7105,223,2,96,25,2017-03-05
3419,109429,7105,271,2,484,46,2018-02-04
3420,127474,7105,300,2,96,28,2018-08-26
3424,109263,7105,303,2,484,45,2018-09-16
3425,129110,7105,207,2,96,28,2016-11-13
3436,127576,7105,265,2,96,28,2017-12-24
3439,127204,7105,242,2,96,16,2017-07-16
3444,107589,7105,243,2,224,18,2017-07-23
3464,127434,7105,217,2,96,27,2017-01-22
3472,117218,7105,279,2,165,30,2018-04-01
3478,119049,7105,281,2,306,52,2018-04-15
3484,129110,7105,312,2,96,43,2018-11-18
3487,125565,7105,312,2,664,18,2018-11-18
3492,105554,7105,315,2,224,27,2018-12-09
3496,127495,7105,315,2,96,26,2018-12-09
3497,129281,7105,292,2,96,24,2018-07-01
3500,127204,7105,294,2,96,23,2018-07-15
3513,111524,7105,296,2,224,32,2018-07-29
3514,127204,7105,297,2,96,27,2018-08-05
3518,115409,7105,299,2,165,28,2018-08-19
3536,107589,7105,249,2,224,24,2017-09-03
3539,127427,7105,251,2,96,30,2017-09-17
3541,117624,7105,252,2,165,26,2017-09-24
3546,127276,7105,254,2,96,28,2017-10-08
3551,125430,7105,285,2,664,25,2018-05-13
3553,125475,7105,286,2,664,12,2018-05-20
3557,119311,7105,318,2,306,234,2018-12-30
3570,105554,7105,276,2,224,67,2018-03-11
3576,129323,7105,308,2,96,36,2018-10-21
3577,124575,7105,308,2,664,14,2018-10-21
3585,123557,7105,230,2,664,16,2017-04-23
3591,121293,7105,272,2,306,25,2018-02-11
3596,121374,7105,275,2,306,52,2018-03-04
3602,127204,7105,306,2,96,18,2018-10-07
3615,115409,7105,267,2,165,17,2018-01-07
3636,125362,7105,296,2,664,14,2018-07-29
3639,124575,7105,298,2,664,33,2018-08-12
3641,117133,7105,298,2,165,32,2018-08-12
3644,105005,7105,292,2,224,18,2018-07-01
3658,117246,7105,322,2,165,15,2019-01-27
3665,127276,7105,224,2,96,19,2017-03-12
3667,105264,7105,226,2,224,13,2017-03-26
3668,117648,7105,226,2,165,57,2017-03-26
3669,115035,7105,226,2,165,59,2017-03-26
3670,129338,7105,227,2,96,19,2017-04-02
3674,121087,7105,228,2,306,15,2017-04-09
3681,115597,7105,257,2,484,30,2017-10-29
3684,115583,7105,258,2,484,42,2017-11-05
3707,115597,7105,288,2,484,44,2018-06-03
3713,124489,7105,289,2,664,32,2018-06-10
3716,121087,7105,291,2,306,11,2018-06-24
3719,124575,7105,319,2,664,12,2019-01-06
3726,115088,7105,250,2,484,20,2017-09-10
3732,124575,7105,252,2,664,20,2017-09-24
3737,121087,7105,254,2,306,14,2017-10-08
3741,125476,7105,285,2,664,35,2018-05-13
3751,117463,7105,317,2,165,13,2018-12-23
3760,117405,7105,245,2,165,36,2017-08-06
3768,129338,7105,248,2,96,15,2017-08-27
3771,119034,7105,279,2,306,16,2018-04-01
3774,105066,7105,281,2,224,28,2018-04-15
3798,109383,7105,316,2,484,23,2018-12-16
3799,111524,7105,318,2,224,227,2018-12-30
3800,115035,7105,318,2,165,264,2018-12-30
3801,115597,7105,318,2,484,251,2018-12-30
3804,121355,7105,221,2,306,18,2017-02-19
3805,119034,7105,221,2,306,19,2017-02-19
3808,105066,7105,296,2,224,16,2018-07-29
3814,117463,7105,299,2,165,34,2018-08-19
3820,105005,7105,242,2,224,26,2017-07-16
3823,121087,7105,244,2,306,15,2017-07-30
3825,105043,7105,246,2,224,22,2017-08-13
3839,105043,7105,280,2,224,27,2018-04-08
3843,125430,7105,282,2,664,41,2018-04-22
3850,123098,7105,315,2,664,16,2018-12-09
3854,117405,7105,256,2,165,36,2017-10-22
3862,119311,7105,235,2,306,35,2017-05-28
3863,111524,7105,236,2,224,14,2017-06-04
3865,125222,7105,236,2,664,46,2017-06-04
3869,115597,7105,238,2,484,13,2017-06-18
3874,127427,7105,241,2,96,20,2017-07-09
3877,125363,7105,277,2,664,25,2018-03-18
3884,127434,7105,278,2,96,43,2018-03-25
3890,115455,7105,310,2,484,24,2018-11-04
3895,127204,7105,288,2,96,15,2018-06-03
3896,127495,7105,289,2,96,20,2018-06-10
3900,117218,7105,290,2,165,33,2018-06-17
3902,127434,7105,291,2,96,42,2018-06-24
3928,125476,7105,261,2,664,17,2017-11-26
3937,129110,7105,264,2,96,55,2017-12-17
3938,123557,7105,265,2,664,23,2017-12-24
3941,129272,7105,223,2,96,12,2017-03-05
3944,125222,7105,224,2,664,360,2017-03-12
3948,109429,7105,227,2,484,19,2017-04-02
3951,127276,7105,269,2,96,45,2018-01-21
3957,121151,7105,301,2,306,14,2018-09-02
3960,123308,7105,303,2,664,60,2018-09-16
3966,115583,7105,293,2,484,40,2018-07-08
3969,117463,7105,294,2,165,23,2018-07-15
3971,115597,7105,295,2,484,41,2018-07-22
3973,109388,7105,321,2,484,63,2019-01-20
3977,127474,7105,249,2,96,26,2017-09-03
3985,105264,7105,283,2,224,9,2018-04-29
3990,121087,7105,286,2,306,68,2018-05-20
3992,127576,7105,317,2,96,29,2018-12-23
3993,111398,7105,318,2,224,354,2018-12-30
3994,109518,7105,256,2,484,36,2017-10-22
3999,119192,7105,289,2,306,35,2018-06-10
4008,117648,7105,242,2,165,16,2017-07-16
4012,129323,7105,246,2,96,39,2017-08-13
4017,119034,7105,216,2,306,24,2017-01-15
4021,105005,7105,218,2,224,18,2017-01-29
4026,105554,7105,223,2,224,25,2017-03-05
4028,129338,7105,225,2,96,23,2017-03-19
4054,123308,7105,261,2,664,41,2017-11-26
4057,115682,7105,262,2,484,15,2017-12-03
4069,121151,7105,294,2,306,17,2018-07-15
4070,115035,7105,295,2,165,22,2018-07-22
4076,127276,7105,297,2,96,31,2018-08-05
4083,117463,7105,238,2,165,21,2017-06-18
4087,117624,7105,240,2,165,15,2017-07-02
4088,115597,7105,241,2,484,13,2017-07-09
4089,121355,7105,241,2,306,37,2017-07-09
4091,115035,7105,276,2,165,30,2018-03-11
4103,127422,7105,310,2,96,54,2018-11-04
4113,127427,7105,234,2,96,14,2017-05-21
4125,125363,7105,282,2,664,27,2018-04-22
4131,125627,7105,313,2,664,33,2018-11-25
4134,117133,7105,314,2,165,26,2018-12-02
4135,107589,7105,315,2,224,30,2018-12-09
4138,127410,7105,272,2,96,18,2018-02-11
4149,105066,7105,307,2,224,28,2018-10-14
4154,105005,7105,258,2,224,24,2017-11-05
4156,111622,7105,259,2,224,13,2017-11-12
4161,127276,7105,260,2,96,46,2017-11-19
4167,125239,7105,291,2,664,38,2018-06-24
4169,127576,7105,320,2,96,82,2019-01-13
4176,115583,7105,250,2,484,23,2017-09-10
4177,124575,7105,250,2,664,25,2017-09-10
4182,119311,7105,251,2,306,33,2017-09-17
4191,109518,7105,285,2,484,51,2018-05-13
4199,129272,7105,235,2,96,28,2017-05-28
4200,105043,7105,235,2,224,29,2017-05-28
4204,111398,7105,237,2,224,13,2017-06-11
4209,124489,7105,241,2,664,27,2017-07-09
4213,115138,7105,278,2,484,41,2018-03-25
4222,121552,7105,275,2,306,31,2018-03-04
4223,115088,7105,275,2,484,23,2018-03-04
4225,125222,7105,275,2,664,46,2018-03-04
4244,125239,7105,263,2,664,50,2017-12-10
4253,125502,7105,292,2,664,16,2018-07-01
4263,127474,7105,223,2,96,13,2017-03-05
4287,109388,7105,271,2,484,33,2018-02-04
4292,121108,7105,302,2,306,18,2018-09-09
4294,123557,7105,302,2,664,30,2018-09-09
4304,109518,7105,217,2,484,13,2017-01-22
4315,107589,7105,266,2,224,213,2017-12-31
4324,105005,7105,244,2,224,21,2017-07-30
4327,119311,7105,247,2,306,24,2017-08-20
4328,124365,7105,248,2,664,19,2017-08-27
4330,127410,7105,248,2,96,7,2017-08-27
4331,117405,7105,248,2,165,24,2017-08-27
4334,121355,7105,280,2,306,11,2018-04-08
4354,127495,7105,254,2,96,21,2017-10-08
4357,125627,7105,283,2,664,19,2018-04-29
4360,105264,7105,285,2,224,14,2018-05-13
4368,129110,7105,208,2,96,23,2016-11-20
4370,111524,7105,208,2,224,4,2016-11-20
4380,115583,7105,257,2,484,44,2017-10-29
4382,107589,7105,259,2,224,22,2017-11-12
4389,123557,7105,287,2,664,28,2018-05-27
4390,127422,7105,288,2,96,26,2018-06-03
4394,125502,7105,291,2,664,15,2018-06-24
4395,129110,7105,291,2,96,38,2018-06-24
4396,123557,7105,291,2,664,30,2018-06-24
4400,111398,7105,224,2,224,35,2017-03-12
4401,121374,7105,224,2,306,46,2017-03-12
4411,109462,7105,319,2,484,14,2019-01-06
4412,119619,7105,268,2,306,89,2018-01-14
4413,129164,7105,268,2,96,61,2018-01-14
4420,115035,7105,271,2,165,30,2018-02-04
4432,129281,7105,264,2,96,16,2017-12-17
4433,124460,7105,265,2,664,46,2017-12-24
4438,117624,7105,293,2,165,35,2018-07-08
4441,115138,7105,294,2,484,18,2018-07-15
4442,129281,7105,295,2,96,12,2018-07-22
4444,125476,7105,295,2,664,15,2018-07-22
4445,127422,7105,295,2,96,23,2018-07-22
4446,124575,7105,295,2,664,18,2018-07-22
4451,109429,7105,323,2,484,36,2019-02-03
4454,127474,7105,242,2,96,10,2017-07-16
4463,119619,7105,216,2,306,16,2017-01-15
4466,121293,7105,217,2,306,21,2017-01-22
4471,127427,7105,266,2,96,163,2017-12-31
4474,109382,7105,267,2,484,54,2018-01-07
4482,121374,7105,281,2,306,34,2018-04-15
4487,125475,7105,315,2,664,19,2018-12-09
4500,115409,7105,235,2,165,14,2017-05-28
4507,121293,7105,238,2,306,16,2017-06-18
4513,124365,7105,239,2,664,21,2017-06-25
4515,115372,7105,240,2,165,45,2017-07-02
4529,123308,7105,308,2,664,33,2018-10-21
4533,111250,7105,310,2,224,11,2018-11-04
4545,127434,7105,304,2,96,63,2018-09-23
4554,105554,7105,296,2,224,21,2018-07-29
4575,115598,7105,243,2,165,23,2017-07-23
4576,105005,7105,243,2,224,22,2017-07-23
4578,105523,7105,244,2,224,28,2017-07-30
4589,117648,7105,297,2,165,15,2018-08-05
4597,115682,7105,281,2,484,29,2018-04-15
4603,109263,7105,312,2,484,26,2018-11-18
4616,117246,7105,259,2,165,17,2017-11-12
4621,125430,7105,260,2,664,21,2017-11-19
4624,115035,7105,288,2,165,15,2018-06-03
4631,111622,7105,235,2,224,10,2017-05-28
4632,115598,7105,235,2,165,28,2017-05-28
4635,115583,7105,237,2,484,41,2017-06-11
4656,121151,7105,225,2,306,9,2017-03-19
4659,117133,7105,228,2,165,34,2017-04-09
4660,121293,7105,228,2,306,27,2017-04-09
4671,115035,7105,301,2,165,14,2018-09-02
4688,105043,7105,272,2,224,23,2018-02-11
4691,117624,7105,275,2,165,59,2018-03-04
4701,117246,7105,306,2,165,16,2018-10-07
4703,111398,7105,307,2,224,38,2018-10-14
4714,109462,7105,261,2,484,23,2017-11-26
4718,125222,7105,262,2,664,77,2017-12-03
4724,109548,7105,293,2,484,14,2018-07-08
4727,129110,7105,295,2,96,37,2018-07-22
4732,124489,7105,249,2,664,24,2017-09-03
4736,127081,7105,251,2,96,33,2017-09-17
4737,127081,7105,252,2,96,34,2017-09-24
4738,125565,7105,252,2,664,14,2017-09-24
4741,129110,7105,253,2,96,52,2017-10-01
4743,124489,7105,253,2,664,26,2017-10-01
4746,121087,7105,283,2,306,17,2018-04-29
4749,119192,7105,284,2,306,23,2018-05-06
4752,127427,7105,285,2,96,22,2018-05-13
4754,115455,7105,286,2,484,18,2018-05-20
4757,115583,7105,318,2,484,433,2018-12-30
4760,119192,7105,250,2,306,39,2017-09-10
4761,117036,7105,250,2,165,12,2017-09-10
4763,105005,7105,250,2,224,25,2017-09-10
4771,121108,7105,254,2,306,6,2017-10-08
4772,127081,7105,254,2,96,26,2017-10-08
4781,125239,7105,317,2,664,64,2018-12-23
4788,117246,7105,257,2,165,24,2017-10-29
4794,125627,7105,287,2,664,20,2018-05-27
4799,115409,7105,290,2,165,22,2018-06-17
4802,115088,7105,320,2,484,15,2019-01-13
4806,117648,7105,209,2,165,11,2016-11-27
4807,121355,7105,210,2,306,10,2016-12-04
4815,123308,7105,262,2,664,89,2017-12-03
4818,127495,7105,264,2,96,27,2017-12-17
4819,127081,7105,264,2,96,45,2017-12-17
4827,111622,7105,227,2,224,16,2017-04-02
4828,105568,7105,227,2,224,62,2017-04-02
4830,121552,7105,228,2,306,14,2017-04-09
4833,125362,7105,268,2,664,28,2018-01-14
4837,129110,7105,270,2,96,52,2018-01-28
4849,121471,7105,302,2,306,59,2018-09-09
4850,111250,7105,303,2,224,30,2018-09-16
4854,109429,7105,294,2,484,25,2018-07-15
4863,125565,7105,242,2,664,13,2017-07-16
4867,127276,7105,244,2,96,31,2017-07-30
4870,115583,7105,245,2,484,23,2017-08-06
4871,127204,7105,245,2,96,14,2017-08-06
4882,121374,7105,280,2,306,51,2018-04-08
4886,109383,7105,281,2,484,36,2018-04-15
4889,117624,7105,282,2,165,36,2018-04-22
4895,119034,7105,218,2,306,16,2017-01-29
4896,121151,7105,220,2,306,13,2017-02-12
4904,117246,7105,313,2,165,25,2018-11-25
4911,111622,7105,230,2,224,10,2017-04-23
4914,105568,7105,233,2,224,41,2017-05-14
4915,115409,7105,234,2,165,14,2017-05-21
4919,109382,7105,275,2,484,70,2018-03-04
4935,127434,7105,238,2,96,18,2017-06-18
4936,115598,7105,238,2,165,29,2017-06-18
4937,119619,7105,240,2,306,39,2017-07-02
4940,124575,7105,240,2,664,15,2017-07-02
4941,121552,7105,276,2,306,19,2018-03-11
4947,105523,7105,296,2,224,42,2018-07-29
4948,117405,7105,296,2,165,31,2018-07-29
4955,119619,7105,299,2,306,31,2018-08-19
4977,111398,7105,305,2,224,24,2018-09-30
4982,129323,7105,307,2,96,46,2018-10-14
4983,115035,7105,307,2,165,18,2018-10-14
4991,121552,7105,237,2,306,14,2017-06-11
4992,109383,7105,238,2,484,11,2017-06-18
5000,127434,7105,241,2,96,30,2017-07-09
5001,119192,7105,241,2,306,43,2017-07-09
5004,127427,7105,243,2,96,21,2017-07-23
5005,127434,7105,243,2,96,19,2017-07-23
5008,111622,7105,247,2,224,19,2017-08-20
5015,117463,7105,227,2,165,39,2017-04-02
5018,129164,7105,279,2,96,65,2018-04-01
5019,125476,7105,279,2,664,34,2018-04-01
5024,117246,7105,268,2,165,26,2018-01-14
5030,119034,7105,215,2,306,26,2017-01-08
5032,124365,7105,217,2,664,48,2017-01-22
5036,125222,7105,314,2,664,65,2018-12-02
5039,117133,7105,300,2,165,33,2018-08-26
5043,109518,7105,302,2,484,31,2018-09-09
5047,127081,7105,255,2,96,36,2017-10-15
5048,117463,7105,256,2,165,38,2017-10-22
5050,115682,7105,256,2,484,26,2017-10-22
5056,125239,7105,259,2,664,33,2017-11-12
5057,127410,7105,259,2,96,14,2017-11-12
5058,109382,7105,259,2,484,23,2017-11-12
5060,107589,7105,260,2,224,25,2017-11-19
5062,109382,7105,287,2,484,58,2018-05-27
5067,125239,7105,289,2,664,54,2018-06-10
5068,121374,7105,289,2,306,32,2018-06-10
5073,115597,7105,291,2,484,50,2018-06-24
5074,124365,7105,291,2,664,55,2018-06-24
5081,115138,7105,277,2,484,27,2018-03-18
5084,129338,7105,277,2,96,21,2018-03-18
5092,115088,7105,310,2,484,21,2018-11-04
5098,109462,7105,251,2,484,23,2017-09-17
5105,115409,7105,210,2,165,9,2016-12-04
5108,124489,7105,213,2,664,18,2016-12-25
5110,107589,7105,261,2,224,42,2017-11-26
5114,109263,7105,263,2,484,30,2017-12-10
5115,124365,7105,263,2,664,44,2017-12-10
5118,105043,7105,264,2,224,30,2017-12-17
5126,124489,7105,284,2,664,46,2018-05-06
5127,127474,7105,285,2,96,38,2018-05-13
5129,125475,7105,285,2,664,19,2018-05-13
5133,119192,7105,286,2,306,29,2018-05-20
5134,121552,7105,316,2,306,25,2018-12-16
5141,119619,7105,318,2,306,149,2018-12-30
5142,111250,7105,292,2,224,24,2018-07-01
5143,111622,7105,292,2,224,13,2018-07-01
5145,105043,7105,293,2,224,63,2018-07-08
5155,117463,7105,323,2,165,38,2019-02-03
5166,121108,7105,221,2,306,9,2017-02-19
5203,109383,7105,291,2,484,21,2018-06-24
5210,117648,7105,230,2,165,18,2017-04-23
5212,119034,7105,230,2,306,18,2017-04-23
5218,119192,7105,272,2,306,62,2018-02-11
5220,127204,7105,273,2,96,29,2018-02-18
5226,119602,7105,275,2,306,56,2018-03-04
5237,117624,7105,254,2,165,14,2017-10-08
5240,125475,7105,304,2,664,23,2018-09-23
5242,109382,7105,306,2,484,54,2018-10-07
5244,115455,7105,306,2,484,14,2018-10-07
5247,115598,7105,307,2,165,38,2018-10-14
5249,121293,7105,242,2,306,14,2017-07-16
5252,124575,7105,244,2,664,18,2017-07-30
5271,121552,7105,314,2,306,16,2018-12-02
5283,129110,7105,316,2,96,31,2018-12-16
5286,109462,7105,317,2,484,15,2018-12-23
5296,127495,7105,262,2,96,38,2017-12-03
5299,125362,7105,263,2,664,27,2017-12-10
5305,121355,7105,222,2,306,17,2017-02-26
5316,127081,7105,236,2,96,20,2017-06-04
5343,123308,7105,311,2,664,42,2018-11-11
5347,129110,7105,268,2,96,69,2018-01-14
5353,125476,7105,301,2,664,25,2018-09-02
5371,119619,7105,295,2,306,33,2018-07-22
5374,105066,7105,321,2,224,19,2019-01-20
5380,119619,7105,258,2,306,48,2017-11-05
5381,123557,7105,259,2,664,29,2017-11-12
5382,125363,7105,259,2,664,22,2017-11-12
5383,119034,7105,259,2,306,16,2017-11-12
5388,105005,7105,216,2,224,14,2017-01-15
5391,121108,7105,220,2,306,8,2017-02-12
5397,117218,7105,267,2,165,42,2018-01-07
5400,125475,7105,297,2,664,17,2018-08-05
5401,115088,7105,298,2,484,34,2018-08-12
5405,124575,7105,229,2,664,13,2017-04-16
5411,119034,7105,234,2,306,29,2017-05-21
5430,117246,7105,305,2,165,20,2018-09-30
5434,117218,7105,211,2,165,63,2016-12-11
5445,117648,7105,262,2,165,21,2017-12-03
5457,125239,7105,235,2,664,27,2017-05-28
5478,119034,7105,247,2,306,20,2017-08-20
5479,129323,7105,248,2,96,32,2017-08-27
5480,115088,7105,248,2,484,31,2017-08-27
5481,117624,7105,248,2,165,9,2017-08-27
5483,127410,7105,222,2,96,14,2017-02-26
5486,117648,7105,268,2,165,48,2018-01-14
5488,115597,7105,269,2,484,57,2018-01-21
5491,125362,7105,270,2,664,20,2018-01-28
5497,109263,7105,279,2,484,46,2018-04-01
5502,129164,7105,282,2,96,88,2018-04-22
5504,115409,7105,313,2,165,28,2018-11-25
5508,119034,7105,308,2,306,24,2018-10-21
5511,105066,7105,309,2,224,21,2018-10-28
5512,105264,7105,309,2,224,10,2018-10-28
5519,127427,7105,292,2,96,21,2018-07-01
5521,121108,7105,293,2,306,12,2018-07-08
5531,111250,7105,302,2,224,25,2018-09-09
5534,119049,7105,302,2,306,45,2018-09-09
5552,125627,7105,317,2,664,13,2018-12-23
5555,105066,7105,318,2,224,131,2018-12-30
5558,109518,7105,216,2,484,41,2017-01-15
5560,125502,7105,217,2,664,29,2017-01-22
5566,111398,7105,296,2,224,17,2018-07-29
5568,109382,7105,298,2,484,53,2018-08-12
5574,129323,7105,256,2,96,41,2017-10-22
5584,123376,7105,260,2,664,24,2017-11-19
5589,105066,7105,288,2,224,22,2018-06-03
5592,125222,7105,290,2,664,74,2018-06-17
5596,127576,7105,236,2,96,84,2017-06-04
5607,105554,7105,230,2,224,33,2017-04-23
5609,105523,7105,231,2,224,37,2017-04-30
5610,127422,7105,231,2,96,20,2017-04-30
5612,127434,7105,233,2,96,21,2017-05-14
5624,111524,7105,207,2,224,16,2016-11-13
5631,117133,7105,214,2,165,59,2017-01-01
5638,119049,7105,272,2,306,42,2018-02-11
5639,129164,7105,272,2,96,61,2018-02-11
5645,124365,7105,274,2,664,82,2018-02-25
5654,115682,7105,307,2,484,15,2018-10-14
5660,127474,7105,311,2,96,32,2018-11-11
5669,125363,7105,321,2,664,51,2019-01-20
5681,119192,7105,249,2,306,29,2017-09-03
5685,115682,7105,251,2,484,20,2017-09-17
5696,111398,7105,285,2,224,31,2018-05-13
5701,119034,7105,224,2,306,41,2017-03-12
5713,115372,7105,316,2,165,57,2018-12-16
5719,117218,7105,318,2,165,153,2018-12-30
5720,115409,7105,318,2,165,171,2018-12-30
5730,125239,7105,270,2,664,59,2018-01-28
5734,121355,7105,244,2,306,14,2017-07-30
5755,115583,7105,281,2,484,55,2018-04-15
5761,125565,7105,313,2,664,13,2018-11-25
5766,125502,7105,315,2,664,18,2018-12-09
5773,109263,7105,244,2,484,25,2017-07-30
5776,111250,7105,244,2,224,24,2017-07-30
5779,111622,7105,245,2,224,17,2017-08-06
5780,129338,7105,245,2,96,13,2017-08-06
5782,129164,7105,246,2,96,36,2017-08-13
5784,115409,7105,246,2,165,20,2017-08-13
5787,127434,7105,248,2,96,20,2017-08-27
5788,121355,7105,248,2,306,9,2017-08-27
5791,107589,7105,280,2,224,57,2018-04-08
5809,121471,7105,314,2,306,43,2018-12-02
5814,125502,7105,236,2,664,20,2017-06-04
5821,105005,7105,238,2,224,23,2017-06-18
5825,115583,7105,240,2,484,22,2017-07-02
5827,105523,7105,240,2,224,34,2017-07-02
5838,119602,7105,277,2,306,83,2018-03-18
5845,115409,7105,308,2,165,28,2018-10-21
5847,129110,7105,308,2,96,46,2018-10-21
5855,121355,7105,232,2,306,21,2017-05-07
5858,117648,7105,272,2,165,34,2018-02-11
5870,111622,7105,304,2,224,17,2018-09-23
5881,115583,7105,256,2,484,46,2017-10-22
5882,105568,7105,255,2,224,46,2017-10-15
5887,125627,7105,258,2,664,17,2017-11-05
5894,109429,7105,287,2,484,36,2018-05-27
5895,105005,7105,320,2,224,33,2019-01-13
5904,129281,7105,225,2,96,24,2017-03-19
5907,105523,7105,227,2,224,17,2017-04-02
5909,109462,7105,228,2,484,16,2017-04-09
5916,119034,7105,267,2,306,15,2018-01-07
5926,129338,7105,268,2,96,22,2018-01-14
5927,109263,7105,268,2,484,59,2018-01-14
5931,125502,7105,271,2,664,15,2018-02-04
5933,109383,7105,300,2,484,24,2018-08-26
5942,105264,7105,209,2,224,13,2016-11-27
5943,121374,7105,211,2,306,20,2016-12-11
5946,105568,7105,262,2,224,47,2017-12-03
5950,115138,7105,264,2,484,22,2017-12-17
5954,129281,7105,249,2,96,16,2017-09-03
5956,127495,7105,249,2,96,6,2017-09-03
5957,117246,7105,249,2,165,16,2017-09-03
5962,115035,7105,251,2,165,23,2017-09-17
5965,119619,7105,253,2,306,50,2017-10-01
5967,105005,7105,254,2,224,39,2017-10-08
5985,119049,7105,321,2,306,25,2019-01-20
5988,119192,7105,323,2,306,33,2019-02-03
5997,117624,7105,316,2,165,27,2018-12-16
